last_name,first_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,rss_url,twitter,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
McMorris Rodgers,Cathy,1969-05-22,F,rep,WA,5,Republican,http://mcmorris.house.gov,1314 Longworth HOB; Washington DC 20515-4705,202-225-2006,,http://mcmorris.house.gov/common/rss/?rss=96,CathyMcMorris,mcmorrisrodgers,321618789771,mcmorrisrodgers,UCRp0lwIxAhq2Ia9_YgRWUkg,M001159,01809,N00026314,,1013063,400659,3217,Cathy McMorris Rodgers,,20535,Cathy McMorris Rodgers
McNerney,Jerry,1951-06-18,M,rep,CA,9,Democrat,http://mcnerney.house.gov,2265 Rayburn HOB; Washington DC 20515-0509,202-225-1947,,http://mcnerney.house.gov/rss.xml,RepMcNerney,jerrymcnerney,215241308510238,RepJerryMcNerney,UClUOx6F8GKshxGBUBLkisug,M001166,01832,N00026926,,1021667,412189,29474,,,20702,Jerry McNerney
Meehan,Patrick,1955-10-20,M,rep,PA,7,Republican,https://meehan.house.gov,2305 Rayburn HOB; Washington DC 20515-3807,202-225-2011,,http://meehan.house.gov/rss/latest-news.xml,RepMeehan,CongressmanPatrickMeehan,136000283132824,repmeehan,UCfOy3eW-KIg4aI3w_azyY6g,M001181,02052,N00031134,,1033856,412466,119474,Patrick Meehan,,21168,Pat Meehan
Meeks,Gregory,1953-09-25,M,rep,NY,5,Democrat,http://meeks.house.gov,2234 Rayburn HOB; Washington DC 20515-3205,202-225-3461,,http://meeks.house.gov/rss.xml,GregoryMeeks,gregorymeeksny05,1557025818,gwmeeks,UCljJnwgQS6Z6-NypDyqKJZQ,M001137,01506,N00001171,,53469,400271,4360,,,29776,Gregory Meeks
Moore,Gwen,1951-04-18,F,rep,WI,4,Democrat,https://gwenmoore.house.gov,2252 Rayburn HOB; Washington DC 20515-4904,202-225-4572,,http://gwenmoore.house.gov/common/rss/index.cfm?rss=49,RepGwenMoore,GwenSMoore,58864029545,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,M001160,01811,N00026914,,42548,400661,3457,Gwen Moore,,20537,Gwen Moore
Moran,Jerry,1954-05-29,M,sen,KS,,Republican,http://www.moran.senate.gov,521 Dirksen Senate Office Building Washington DC 20510,202-224-6521,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,http://www.moran.senate.gov/public/index.cfm/rss/feed/,JerryMoran,jerrymoran,171578807105,senatorjerrymoran,UC1oRxeUPam6-53wPBZ3N02A,M000934,01507,N00005282,S347,45469,400284,542,Jerry Moran,,29722,Jerry Moran
Mulvaney,Mick,1967-07-21,M,rep,SC,5,Republican,https://mulvaney.house.gov,2350 Rayburn HOB; Washington DC 20515-4005,202-225-5501,,http://mulvaney.house.gov/index.php?format=feed&amp;type=rss,RepMickMulvaney,MulvaneySC5,188649667827713,RepMickMulvaney,UC9G3WmNenRi-g1zlDMIj4vQ,M001182,02059,N00031412,,623510,412474,60348,Mick Mulvaney,,21176,Mick Mulvaney
Murkowski,Lisa,1957-05-22,F,sen,AK,,Republican,https://www.murkowski.senate.gov,522 Hart Senate Office Building Washington DC 20510,202-224-6665,https://www.murkowski.senate.gov/public/index.cfm/contact,http://www.murkowski.senate.gov/public/?a=rss.feed,LisaMurkowski,SenLisaMurkowski,25271170290,senatormurkowski,UCaigku16AErqvD0wRuwGb9A,M001153,01694,N00026050,S288,1004138,300075,15841,Lisa Murkowski,,40300,Lisa Murkowski
Murphy,Christopher,1973-08-03,M,sen,CT,,Democrat,https://www.murphy.senate.gov,136 Hart Senate Office Building Washington DC 20510,202-224-4041,http://www.murphy.senate.gov/contact,http://www.theday.com/article/20121216/nws12/312169935/1069/rss,ChrisMurphyCT,chrismurphyct,19437978960,senchrismurphy,UCbcEa40PIFpLpdDe06n3F3Q,M001169,01837,N00027566,S364,1021270,412194,17189,Christopher S. Murphy,,20707,Chris Murphy (Connecticut politician)
Murphy,Tim,1952-09-11,M,rep,PA,18,Republican,https://murphy.house.gov,2332 Rayburn HOB; Washington DC 20515-3818,202-225-2301,,http://murphy.house.gov/common/rss/?rss=44,RepTimMurphy,reptimmurphy,105769762798552,TimMurphyPA18,UCmMrDji88FxLeqgin2ehA9A,M001151,01744,N00024992,,1003612,400285,9794,,,20346,Timothy F. Murphy
Murray,Patty,1950-10-11,F,sen,WA,,Democrat,http://www.murray.senate.gov/public,154 Russell Senate Office Building Washington DC 20510,202-224-2621,http://www.murray.senate.gov/public/index.cfm/contactme,http://www.murray.senate.gov/public/?a=rss.feed,PattyMurray,,,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,M001111,01409,N00007876,S229,25277,300076,53358,Patty Murray,,49308,Patty Murray
Nadler,Jerrold,1947-06-13,M,rep,NY,10,Democrat,http://nadler.house.gov,2109 Rayburn HOB; Washington DC 20515-3210,202-225-5635,,http://nadler.house.gov/rss.xml,RepJerryNadler,CongressmanNadler,78291598977,congressmannadler,UCQKj0qU1e7o2f5ftSh-c9aQ,N000002,00850,N00000939,,26159,400289,26980,,,29377,Jerrold Nadler
Napolitano,Grace,1936-12-04,F,rep,CA,32,Democrat,http://napolitano.house.gov,1610 Longworth HOB; Washington DC 20515-0532,202-225-5256,,http://napolitano.house.gov/rss.xml,GraceNapolitano,RepGraceNapolitano,163108420409412,RepGraceNapolitano,UCPWjmiAIR04oQ8QMoOWcDtA,N000179,01602,N00006789,,57873,400290,8393,,,29903,Grace Napolitano
Neal,Richard,1949-02-14,M,rep,MA,1,Democrat,https://neal.house.gov,341 Cannon HOB; Washington DC 20515-2101,202-225-5601,,http://neal.house.gov/index.php?format=feed&amp;type=rss,RepRichardNeal,325642654132598,325642654132598,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,N000015,00854,N00000153,,6103,400291,26895,,,15616,Richard Neal
Noem,Kristi,1971-11-30,F,rep,SD,0,Republican,https://noem.house.gov,2457 Rayburn HOB; Washington DC 20515-4100,202-225-2801,,http://noem.house.gov/index.cfm/rss/feed,RepKristiNoem,,,RepKristiNoem,UCZPzuVONjRwo5TsrKzbYRVA,N000184,02060,N00032022,,62717,412475,58189,Kristi Noem,,21177,Kristi Noem
Norton,Eleanor,1937-06-13,F,rep,DC,0,Democrat,https://norton.house.gov,2136 Rayburn HOB; Washington DC 20515-5101,202-225-8050,,http://norton.house.gov/index.php?format=feed&amp;type=rss,EleanorNorton,CongresswomanNorton,61731840657,EleanorHNorton,UChRrAXUGylfxJjbquC6aUjQ,N000147,00868,N00001692,,882,400295,775,,,,Eleanor Holmes Norton
Nunes,Devin,1973-10-01,M,rep,CA,22,Republican,http://nunes.house.gov,1013 Longworth HOB; Washington DC 20515-0522,202-225-2523,,http://nunes.house.gov/news/rss.aspx,Rep_DevinNunes,,,RepDevinNunes,UCtbArL6CmOfFqgmpuRjLp3w,N000181,01710,N00007248,,1003553,400297,16725,,,20307,Devin Nunes
Olson,Pete,1962-12-09,M,rep,TX,22,Republican,https://olson.house.gov,2133 Rayburn HOB; Washington DC 20515-4322,202-225-5951,,feed://olson.house.gov/common/rss/?rss=82,RepPeteOlson,20718168936,20718168936,,,O000168,01955,N00029285,,1031361,412302,102008,,,20948,Pete Olson
Palazzo,Steven,1970-02-21,M,rep,MS,4,Republican,http://palazzo.house.gov,2349 Rayburn HOB; Washington DC 20515-2404,202-225-5772,,http://palazzo.house.gov/rss.xml,CongPalazzo,stevenpalazzo,186908658003781,CongressmanPalazzo,UCtPOy2vRbN2nD8dQPSOTXeA,P000601,02035,N00031958,,61886,412443,69521,,,21148,Steven Palazzo
Pallone,Frank,1951-10-30,M,rep,NJ,6,Democrat,https://pallone.house.gov,237 Cannon HOB; Washington DC 20515-3006,202-225-4671,,http://pallone.house.gov/rss.xml,FrankPallone,repfrankpallone,6517277731,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,P000034,00887,N00000781,,6107,400308,26951,,,15454,Frank Pallone
Pascrell,Bill,1937-01-25,M,rep,NJ,9,Democrat,http://pascrell.house.gov,2370 Rayburn HOB; Washington DC 20515-3009,202-225-5751,,http://www.house.gov/apps/list/press/nj08_pascrell/rss.xml,BillPascrell,pascrell,303312929155,RepPascrell,UCIy1Ru8oA14aRjpq6L3i-EQ,P000096,01510,N00000751,,45543,400309,478,,,29741,Bill Pascrell
Paul,Rand,1963-01-07,M,sen,KY,,Republican,https://www.paul.senate.gov,167 Russell Senate Office Building Washington DC 20510,202-224-4343,https://www.paul.senate.gov/connect/email-rand,http://paul.senate.gov/rss/?p=news,,SenatorRandPaul,161355253917286,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,P000603,02082,N00030836,S348,9265241,412492,117285,Rand Paul,,41104,Rand Paul
Paulsen,Erik,1965-05-14,M,rep,MN,3,Republican,https://paulsen.house.gov,127 Cannon HOB; Washington DC 20515-2303,202-225-2871,,http://paulsen.house.gov/common/rss//?rss=105,RepErikPaulsen,CongressmanErikPaulsen,128558293848160,reperikpaulsen,UC1IOW4Wqox-6gmZbjjGvzLg,P000594,01930,N00029391,,1030000,412303,3833,Erik Paulsen,,20924,Erik Paulsen
Pearce,Stevan,1947-08-24,M,rep,NM,2,Republican,http://pearce.house.gov,2432 Rayburn HOB; Washington DC 20515-3102,202-225-2365,,http://pearce.house.gov/rss.xml,RepStevePearce,RepStevePearce,180280568662135,NMStevePearce,UCaT7jt_M86sDK50eaaVsFvQ,P000588,01738,N00012672,,12063,400313,10655,Steve Pearce,,20337,Steve Pearce (politician)
Pelosi,Nancy,1940-03-26,F,rep,CA,12,Democrat,http://pelosi.house.gov,233 Cannon HOB; Washington DC 20515-0512,202-225-4965,,http://pelosi.house.gov/atom.xml,NancyPelosi,NancyPelosi,86574174383,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,P000197,00905,N00007360,,6153,400314,26732,Nancy Pelosi,,15448,Nancy Pelosi
Perlmutter,Ed,1953-05-01,M,rep,CO,7,Democrat,https://perlmutter.house.gov,1410 Longworth HOB; Washington DC 20515-0607,202-225-2645,,http://perlmutter.house.gov/index.php?format=feed&amp;type=rss,RepPerlmutter,RepPerlmutter,86174496459,RepPerlmutter,UCJXuMAzxngpEvDdvlE6wS5g,P000593,01835,N00027510,,1021382,412192,2653,Ed Perlmutter,,20705,Ed Perlmutter
Peters,Gary,1958-12-01,M,sen,MI,,Democrat,https://www.peters.senate.gov,724 Hart Senate Office Building Washington DC 20510,202-224-6221,https://www.peters.senate.gov/contact/email-gary,,SenGaryPeters,SenatorGaryPeters,88851604323,RepGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,P000595,01929,N00029277,S380,50199,412305,8749,Gary Peters,,20923,Gary Peters (politician)
Peterson,Collin,1944-06-29,M,rep,MN,7,Democrat,http://collinpeterson.house.gov,2204 Rayburn HOB; Washington DC 20515-2307,202-225-2165,,http://collinpeterson.house.gov/rss.xml,,,,,,P000258,00910,N00004558,,23978,400316,26926,Collin Peterson,,29127,Collin Peterson
Pingree,Chellie,1955-04-02,F,rep,ME,1,Democrat,https://pingree.house.gov,2162 Rayburn HOB; Washington DC 20515-1901,202-225-6116,,http://pingree.house.gov/index.php?format=feed&amp;type=rss,ChelliePingree,ChelliePingree,91529332807,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,P000597,01927,N00013817,,1002167,412307,6586,Chellie Pingree,,20920,Chellie Pingree
Poe,Ted,1948-09-10,M,rep,TX,2,Republican,https://poe.house.gov,2132 Rayburn HOB; Washington DC 20515-4302,202-225-6565,,http://poe.house.gov/index.php?format=feed&amp;type=rss,JudgeTedPoe,106631626049851,106631626049851,CongressmanTedPoe,UCGdNUkVP16hOyL-fUDV1Knw,P000592,01802,N00026457,,1011398,400652,49198,Ted Poe,,20528,Ted Poe
Polis,Jared,1975-05-12,M,rep,CO,2,Democrat,http://polis.house.gov,1727 Longworth HOB; Washington DC 20515-0602,202-225-2161,,http://polis.house.gov/news/rss.aspx,JaredPolis,jaredpolis,53481427529,JaredPolis31275,UCJJ1Ye0mOzqZh1_GErFUISw,P000598,01910,N00029127,,1031300,412308,106220,Jared Polis,,20904,Jared Polis
Portman,Robert,1955-12-19,M,sen,OH,,Republican,http://www.portman.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-3353,https://www.portman.senate.gov/public/index.cfm/contact?p=contact-form,http://www.portman.senate.gov/public/index.cfm/rss/feed,SenRobPortman,senrobportman,45243961073,SenRobPortman,UCwunkd8Zs-yAWKQwnwBp7ew,P000449,00924,N00003682,S349,31819,400325,27008,Rob Portman,,29386,Rob Portman
Posey,Bill,1947-12-18,M,rep,FL,8,Republican,http://posey.house.gov,2150 Rayburn HOB; Washington DC 20515-0908,202-225-3671,,http://posey.house.gov/news/rss.aspx?documenttypeid=1487,CongBillPosey,bill.posey15,100000080395369,CongressmanPosey,UCoUwUkDpe1ZYd6tiaZfiMuA,P000599,01915,N00029662,,88959,412309,24280,Bill Posey,,20909,Bill Posey
Price,David,1940-08-17,M,rep,NC,4,Democrat,https://price.house.gov,2108 Rayburn HOB; Washington DC 20515-3304,202-225-1784,,http://price.house.gov/index.php?format=feed&amp;type=rss,RepDavidEPrice,RepDavidEPrice,,RepDavidPrice,UCtX7bSXBLF9ge-Q955n5Vqw,P000523,00930,N00002260,,6748,400326,119,David Price,,15438,David Price (U.S. politician)
Price,Tom,1954-10-08,M,rep,GA,6,Republican,https://tomprice.house.gov,1211 Longworth HOB; Washington DC 20515-1006,202-225-4501,,http://tomprice.house.gov/rss.xml,RepTomPrice,reptomprice,172032960420,RepTomPrice,UCFdG6NwEceyorspUdEduBUg,P000591,01778,N00026160,,1013044,400626,11853,Tom Price,,20505,Tom Price (U.S. politician)
Quigley,Mike,1958-10-17,M,rep,IL,5,Democrat,https://quigley.house.gov,2458 Rayburn HOB; Washington DC 20515-1305,202-225-4061,,http://quigley.house.gov/index.php?format=feed&amp;type=rss,RepMikeQuigley,repmikequigley,158963645688,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA,Q000023,01967,N00030581,,9263344,412331,83310,Michael Quigley,,20954,Mike Quigley (politician)
Reed,Tom,1971-11-18,M,rep,NY,23,Republican,https://reed.house.gov,2437 Rayburn HOB; Washington DC 20515-3223,202-225-3161,,http://reed.house.gov/rss.xml,RepTomReed,RepTomReed,102449199835273,CongressmanTomReed,UC-HFEKIHC7ydVUkxkZOLqTg,R000585,01982,N00030949,,623468,412393,127046,,,21101,Tom Reed (politician)
Reichert,David,1950-08-29,M,rep,WA,8,Republican,http://reichert.house.gov,1127 Longworth HOB; Washington DC 20515-4708,202-225-7761,,http://reichert.house.gov/rss.xml,DaveReichert,repdavereichert,91504302598,repdavereichert,UC_Qs1fzY8WlHv6wJ1x7Hotg,R000578,01810,N00026885,,1013064,400660,51346,David Reichert,,20536,Dave Reichert
Renacci,James,1958-12-03,M,rep,OH,16,Republican,https://renacci.house.gov,328 Cannon HOB; Washington DC 20515-3516,202-225-3876,,http://renacci.house.gov/common/rss//index.cfm?rss=25,RepJimRenacci,repjimrenacci,187639524595278,repjimrenacci,UCHTvP1X0dgUU1lrMub4hbLw,R000586,02048,N00031127,,62686,412462,120678,Jim Renacci,,21164,Jim Renacci
Richmond,Cedric,1973-09-13,M,rep,LA,2,Democrat,https://richmond.house.gov,420 Cannon HOB; Washington DC 20515-1802,202-225-6636,,http://richmond.house.gov/rss.xml,RepRichmond,RepRichmond,197737020257085,,,R000588,02023,N00030184,,62391,412432,35384,Cedric Richmond,,21137,Cedric Richmond
Roby,Martha,1976-07-27,F,rep,AL,2,Republican,http://roby.house.gov,442 Cannon HOB; Washington DC 20515-0102,202-225-2901,,http://roby.house.gov/rss.xml,RepMarthaRoby,Representative.Martha.Roby,174519582574426,reproby,UCeAWQdcSTlwv2vDGz0TQOxQ,R000591,01986,N00030768,,61712,412394,71604,Martha Roby,,21192,Martha Roby
Roe,David,1945-07-21,M,rep,TN,1,Republican,http://roe.house.gov,336 Cannon HOB; Washington DC 20515-4201,202-225-6356,,,DrPhilRoe,DrPhilRoe,130725126985966,drphilroe,UC8muYurPSNO8x2Qqk40mVOA,R000582,01954,N00028463,,1031360,412310,65306,,,20947,Phil Roe (politician)
Rogers,Harold,1937-12-31,M,rep,KY,5,Republican,http://halrogers.house.gov,2406 Rayburn HOB; Washington DC 20515-1705,202-225-4601,,http://halrogers.house.gov/news/rss.aspx,RepHalRogers,CongressmanHalRogers,6722039085,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,R000395,00977,N00003473,,6739,400340,26875,Harold Rogers,,14854,Hal Rogers
Rogers,Mike,1958-07-16,M,rep,AL,3,Republican,https://mikerogers.house.gov,2184 Rayburn HOB; Washington DC 20515-0103,202-225-3261,,http://mikerogers.house.gov/rss.xml,RepMikeRogersAL,171770326187035,171770326187035,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,R000575,01704,N00024759,,1014740,400341,5705,Mike Rogers (Alabama),,20301,Mike Rogers (Alabama politician)
Rohrabacher,Dana,1947-06-21,M,rep,CA,48,Republican,https://rohrabacher.house.gov,2300 Rayburn HOB; Washington DC 20515-0548,202-225-2415,,http://rohrabacher.house.gov/rss.xml,,RepRohrabacher,321029601363321,RepDanaRohrabacher,UCFr7qO61vGJyyBJ7B_gB1_Q,R000409,00979,N00007151,,5590,400343,26763,,,15621,Dana Rohrabacher
Rokita,Todd,1970-02-09,M,rep,IN,4,Republican,http://rokita.house.gov,2439 Rayburn HOB; Washington DC 20515-1404,202-225-5037,,http://rokita.house.gov/rss.xml,ToddRokita,RepToddRokita,183180288372896,reptoddrokita,UCl_wYwGYw1AXiUoqNmwLxzA,R000592,02017,N00031741,,61832,412426,34167,Todd Rokita,,21131,Todd Rokita
Rooney,Thomas,1970-11-21,M,rep,FL,17,Republican,https://rooney.house.gov,2160 Rayburn HOB; Washington DC 20515-0917,202-225-5792,,http://rooney.house.gov/index.php?format=feed&amp;type=rss,TomRooney,reptomrooney,117697790448,CongressmanRooney,UCHuDkMfCK3kmCpso7LyI3zA,R000583,01916,N00029018,,1030486,412311,107800,Thomas J. Rooney,,20910,Tom Rooney (politician)
Ros-Lehtinen,Ileana,1952-07-15,F,rep,FL,27,Republican,http://ros-lehtinen.house.gov,2206 Rayburn HOB; Washington DC 20515-0927,202-225-3931,,http://ros-lehtinen.house.gov/rss.xml,RosLehtinen,iroslehtinen,286546974761109,IleanaRosLehtinen,UCf6XrWGZHjC7KgRd9JCAuBA,R000435,00985,N00002858,,3206,400344,26815,Ileana Ros-Lehtinen,,15634,Ileana Ros-Lehtinen
Roskam,Peter,1961-09-13,M,rep,IL,6,Republican,https://roskam.house.gov,2246 Rayburn HOB; Washington DC 20515-1306,202-225-4561,,http://roskam.house.gov/index.php?format=feed&amp;type=rss,PeterRoskam,RepRoskam,118777661469195,RoskamIL06,UCk8IZKV_RC1Wr-dh09kzVTw,R000580,01848,N00004719,,1021912,412202,6382,Peter Roskam,,20715,Peter Roskam
Ross,Dennis,1959-10-18,M,rep,FL,15,Republican,http://dennisross.house.gov,436 Cannon HOB; Washington DC 20515-0915,202-225-1252,,http://dennisross.house.gov/news/rss.aspx,RepDennisRoss,dennis.ross.376,469477579757018,RepDennisRoss,UCSjZ4oRWi_sO-aGM9CUBOJQ,R000593,02003,N00030645,,62532,412411,12813,Dennis A. Ross,,21117,Dennis A. Ross
Roybal-Allard,Lucille,1941-06-12,F,rep,CA,40,Democrat,http://roybal-allard.house.gov,2083 Rayburn HOB; Washington DC 20515-0540,202-225-1766,,http://roybal-allard.house.gov/news/rss.aspx,RepRoybalAllard,RepRoybalAllard,139773069370563,RepRoybalAllard,UC_T_RXWeJ-smmpjdNLOaMcg,R000486,00997,N00006671,,26136,400347,26766,,,29317,Lucille Roybal-Allard
Royce,Edward,1951-10-12,M,rep,CA,39,Republican,http://royce.house.gov,2310 Rayburn HOB; Washington DC 20515-0539,202-225-4111,,http://royce.house.gov/news/rss.aspx,RepEdRoyce,EdRoyce,6460640558,RepEdRoyce,UC9DUiRouRl6Rz6PEvQ4jRPw,R000487,00998,N00008264,,28461,400348,26772,,,29321,Ed Royce
Rubio,Marco,1971-05-28,M,sen,FL,,Republican,http://www.rubio.senate.gov,284 Russell Senate Office Building Washington DC 20510,202-224-3041,http://www.rubio.senate.gov/public/index.cfm/contact,http://www.rubio.senate.gov/public/?a=rss.feed,SenRubioPress,SenatorMarcoRubio,178910518800987,SenatorMarcoRubio,UCh8t7sV_DBKz4A-RkL9feyg,R000595,02084,N00030612,S350,87599,412491,1601,Marco Rubio,,41102,Marco Rubio
Ruppersberger,C.,1946-01-31,M,rep,MD,2,Democrat,http://ruppersberger.house.gov,2416 Rayburn HOB; Washington DC 20515-2002,202-225-3061,,http://dutch.house.gov/atom.xml,Call_Me_Dutch,184756771570504,184756771570504,ruppersberger,UCk2S9iSHNpo1E1A7qZ0SPIw,R000576,01728,N00025482,,49155,400349,36130,,,20329,Dutch Ruppersberger
Rush,Bobby,1946-11-23,M,rep,IL,1,Democrat,http://rush.house.gov,2188 Rayburn HOB; Washington DC 20515-1301,202-225-4372,,http://rush.house.gov/rss.xml,RepBobbyRush,congressmanbobbyrush,230753786936538,CongressmanRush,UCbWqxBnS_w_uFTdQAL0YH5g,R000515,01003,N00004887,,26127,400350,26831,Bobby Rush,,29346,Bobby Rush
Ryan,Paul,1970-01-29,M,rep,WI,1,Republican,http://paulryan.house.gov,1233 Longworth HOB; Washington DC 20515-4901,202-225-3031,,http://paulryan.house.gov/news/rss.aspx,SpeakerRyan,speakerryan,924244934290700,reppaulryan,UC8nMpZAuz-gitzb2icE15Qw,R000570,01560,N00004357,,57970,400351,26344,Paul Ryan,,29939,Paul Ryan
Ryan,Tim,1973-07-16,M,rep,OH,13,Democrat,http://timryan.house.gov,1126 Longworth HOB; Washington DC 20515-3513,202-225-5261,,http://timryan.house.gov/rss.xml,RepTimRyan,timryan,121560497865,timryanvision,UCjAFlYCheFKjGg_Pxc2VOFA,R000577,01756,N00025280,,1003608,400352,45638,Tim Ryan (Ohio),,20343,Tim Ryan (politician)
Sablan,Gregorio,1955-01-19,M,rep,MP,0,Democrat,http://sablan.house.gov,2411 Rayburn HOB; Washington DC 20515-5201,202-225-2646,,http://sablan.house.gov/rss.xml,,153423912663,153423912663,CongressmanSablan,UC-fbzxBSiC98eAE2goaANVQ,S001177,01962,N00030418,,1031366,412312,110903,,,,Gregorio Sablan
Sarbanes,John,1962-05-22,M,rep,MD,3,Democrat,https://sarbanes.house.gov,2444 Rayburn HOB; Washington DC 20515-2003,202-225-4016,,http://sarbanes.house.gov/rss_news.asp,RepSarbanes,RepSarbanes,,,,S001168,01854,N00027751,,1022884,412212,66575,,,20724,John Sarbanes
Scalise,Steve,1965-10-06,M,rep,LA,1,Republican,http://scalise.house.gov,2338 Rayburn HOB; Washington DC 20515-1801,202-225-3015,,http://scalise.house.gov/rss.xml,SteveScalise,RepSteveScalise,50936151681,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,S001176,01892,N00009660,,1015311,412261,9026,Steve Scalise,,20759,Steve Scalise
Schakowsky,Janice,1944-05-26,F,rep,IL,9,Democrat,https://schakowsky.house.gov,2367 Rayburn HOB; Washington DC 20515-1309,202-225-2111,,http://schakowsky.house.gov/index.php?format=feed&amp;type=rss,JanSchakowsky,janschakowsky,160143957118,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,S001145,01588,N00004724,,57874,400360,6387,Jan Schakowsky,,29911,Jan Schakowsky
Schiff,Adam,1960-06-22,M,rep,CA,28,Democrat,http://schiff.house.gov,2372 Rayburn HOB; Washington DC 20515-0528,202-225-4176,,http://schiff.house.gov/common/rss/?rss=49,RepAdamSchiff,RepAdamSchiff,9086721830,adamschiff,UCadiUi-KZoFk1K5ZDsluLcA,S001150,01635,N00009585,,90167,400361,9489,Adam Schiff,,20104,Adam Schiff
Schrader,Kurt,1951-10-19,M,rep,OR,5,Democrat,http://schrader.house.gov,2431 Rayburn HOB; Washington DC 20515-3705,202-225-5711,,http://schrader.house.gov/news/rss.aspx,RepSchrader,repschrader,94978896695,repkurtschrader,UCrWRXVaGJtcImc_kknuDsAw,S001180,01950,N00030071,,1031358,412315,10813,Kurt Schrader,,20944,Kurt Schrader
Schumer,Charles,1950-11-23,M,sen,NY,,Democrat,https://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,202-224-6542,https://www.schumer.senate.gov/contact/email-chuck,,SenSchumer,chuckschumer,15771239406,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,S000148,01036,N00001093,S270,5929,300087,26976,Chuck Schumer,,14858,Chuck Schumer
Schweikert,David,1962-03-03,M,rep,AZ,6,Republican,https://schweikert.house.gov,2059 Rayburn HOB; Washington DC 20515-0306,202-225-2190,,http://schweikert.house.gov/rss/press-releases.xml,RepDavid,repdavidschweikert,150338151681908,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,S001183,01994,N00006460,,5205,412399,106387,David Schweikert,,21105,David Schweikert
Scott,Austin,1969-12-10,M,rep,GA,8,Republican,https://austinscott.house.gov,2417 Rayburn HOB; Washington DC 20515-1008,202-225-6531,,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,AustinScottGA08,RepAustinScott,131177916946914,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,S001189,02009,N00032457,,623344,412417,11812,Austin Scott,,21123,Austin Scott (politician)
Scott,David,1945-06-27,M,rep,GA,13,Democrat,http://davidscott.house.gov,225 Cannon HOB; Washington DC 20515-1013,202-225-2939,,http://davidscott.house.gov/news/rss.aspx,RepDavidScott,113303673339,113303673339,RepDavidScott,UCgf28zRkLSqAUiPuJhGdF0w,S001157,01722,N00024871,,1003567,400363,7826,David Scott (Georgia),,20321,David Scott (Georgia politician)
Scott,Robert,1947-04-30,M,rep,VA,3,Democrat,http://bobbyscott.house.gov,1201 Longworth HOB; Washington DC 20515-4603,202-225-8351,,http://www.house.gov/index.php?format=feed&amp;type=rss,BobbyScott,CongressmanBobbyScott,123839200978190,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,S000185,01037,N00002147,,25888,400364,27117,Robert C. Scott,,39307,Bobby Scott (politician)
Scott,Tim,1965-09-19,M,sen,SC,,Republican,https://www.scott.senate.gov,520 Hart Senate Office Building Washington DC 20510,202-224-6121,https://www.scott.senate.gov/contact/email-me,http://www.scott.senate.gov/rss.xml,SenatorTimScott,SenatorTimScott,163207553711385,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,S001184,02056,N00031782,S365,623506,412471,11940,Tim Scott,,21173,Tim Scott
Sensenbrenner,F.,1943-06-14,M,rep,WI,5,Republican,http://sensenbrenner.house.gov,2449 Rayburn HOB; Washington DC 20515-4905,202-225-5101,,http://sensenbrenner.house.gov/news/rss.aspx,JimPressOffice,RepSensenbrenner,,RepSensenbrenner,UCUNfNsc2CVsqivJ2wThQF6A,S000244,01041,N00004291,,1507,400365,27142,Jim Sensenbrenner,,14657,Jim Sensenbrenner
Serrano,José,1943-10-24,M,rep,NY,15,Democrat,https://serrano.house.gov,2354 Rayburn HOB; Washington DC 20515-3215,202-225-4361,,http://serrano.house.gov/rss.xml,RepJoseSerrano,RepJoseSerrano,273446508512,,,S000248,01042,N00001813,,14306,400366,26981,,,29134,José E. Serrano
